172501485	2541588702
172501485	324843702
172501485	2828153569
172501485	316182316
172501485	1966556275
172501485	2803538306
172501485	152305973
172501485	399369204
172501485	73442254
172501485	316341654
172501485	281594848
172501485	2390511434
172501485	51075008
172501485	2772064479
172501485	2583865393
172501485	90656947
172501485	163531754
172501485	55223108
172501485	1245411139
172501485	1224115692
172501485	70989381
172501485	572401887
172501485	69946043
172501485	2429344003
172501485	92556753
172501485	2836343406
172501485	462762019
172501485	2833597416
172501485	2831425369
172501485	107669605
172501485	2773012926
172501485	2834063232
172501485	334751804
172501485	311215314
172501485	461839165
172501485	2636020795
172501485	1411978374
172501485	194167532
172501485	2768915015
172501485	1665859525
172501485	79478369
172501485	80557580
172501485	2734101692
172501485	2824259712
172501485	97396148
172501485	914048694
172501485	2538430099
172501485	859941782
172501485	2814736458
172501485	2506359661
172501485	2809067180
172501485	1670705449
172501485	240836630
172501485	275642699
172501485	2767622579
172501485	1363917624
172501485	2777652000
172501485	44595989
172501485	2541352758
172501485	425753971
172501485	2797555045
172501485	2713500936
172501485	67824039
172501485	2184831860
172501485	140045743
172501485	2561421727
172501485	17771011
172501485	148197399
172501485	27305342
172501485	2778464852
172501485	220985450
172501485	46736786
172501485	2653679406
172501485	1580059034
172501485	2758156604
172501485	2581396304
172501485	2754613934
172501485	2754245138
172501485	2709585758
172501485	2749122114
172501485	299047571
172501485	24910293
172501485	361727633
172501485	17572813
172501485	1936555656
172501485	533940140
172501485	92344998
172501485	152891344
172501485	1676278447
172501485	1699584224
172501485	1553442835
172501485	767163504
172501485	157147425
172501485	2736128495
172501485	2716878055
172501485	2695322412
172501485	15400426
172501485	2301472644
172501485	201714167
172501485	2659676119
172501485	2708712835
172501485	709270109
172501485	2364589574
172501485	1647419125
172501485	2687771389
172501485	2242476444
172501485	1667425213
172501485	652843
172501485	347226287
172501485	2677255165
172501485	2676077180
172501485	2568312169
172501485	2647390712
172501485	2381955606
172501485	574653252
172501485	233130534
172501485	90372085
172501485	1379903605
172501485	2570551446
172501485	2659868454
172501485	2659811084
172501485	1968491526
172501485	218421710
172501485	2656155696
172501485	2653812295
172501485	1331669959
172501485	438739799
172501485	86358051
172501485	279924808
172501485	351389245
172501485	2647139804
172501485	2281541498
172501485	147137388
172501485	974020477
172501485	115606011
172501485	736056541
172501485	104209356
172501485	1427311795
172501485	2615257032
172501485	59469783
172501485	755228498
172501485	2401904587
172501485	291694288
172501485	20915838
172501485	85080658
172501485	428432455
172501485	179961384
172501485	344729723
172501485	2603884196
172501485	775004
172501485	2593306302
172501485	57577358
172501485	2602093460
172501485	2601125503
172501485	423980498
172501485	2600915137
172501485	212853690
172501485	133378044
172501485	2599486224
